NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONTS RENOV,ETAGE 0 1 RUE DES ABATTOIRS 69850 SAINT-MARTIN-EN-HAUT,69850,821439.9844278393,6507860.201915702
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PHV MAT,ZA DU PETIT PONT 873 AVENUE DES HAUTS DU LYONNAIS 69850 SAINT-MARTIN-EN-HAUT,69850,820964.2430381962,6507599.353248882
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),BE.A.BA., 49  GRANDE RUE 69850 SAINT-MARTIN-EN-HAUT,69850,821708.0658807103,6507832.958832881
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,H1'TR,   PLAT DES GRANGES 69870 CLAVEISOLLES,69870,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ECONERGIE SERVICES, 551 CHEMIN DES BROSSES 69870 POULE-LES-ECHARMEAUX,69870,814069.6911550625,6560104.717583959
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE FORESTIERE BEAUJOLAISE,   LE PONT DE VERY 69870 CLAVEISOLLES,69870,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,COFORET, 1227 RUE CENTRALE 69870 LAMURE-SUR-AZERGUES,69870,815286.8929148607,6551926.61167605
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ETS CHARBONNIER,   LE GRAVIER 69870 SAINT-NIZIER-D AZERGUES,69870,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BAPTISTAL PERE ET FILS,LES RAISSES  LD LE CIMETIERE 69910 VILLIE-MORGON,69910,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PHV MAT,ZA DE LA GRANGE THIVAL 61 RUE DU RUISSEAU 69930 SAINT-LAURENT-DE-CHAMOUSSET,69930,813454.5259871925,6516195.523011691
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),BE.A.BA.,  PLACE DE L'EGLISE 69930 SAINT-LAURENT-DE-CHAMOUSSET,69930,813871.4911515118,6516401.0583748035
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FEMAT LYON EST, 28 RUE LOUIS PRADEL 69960 CORBAS,69960,848967.467797325,6510116.89247141
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE MODERNE D'ISOLATION, 33 ROUTE DE LYON 69960 CORBAS,69960,847427.8008056072,6510907.001710115
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE, 2 RUE LOUIS PRADEL 69960 CORBAS,69960,848778.795902707,6509974.68886145
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ROOFMART CENTRE EST,ZAC DES CORBEGES  RUE DE LA VANOISE 69960 CORBAS,69960,850254.0523256413,6511045.777886412
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LYONNAISE DES SOLS, 15 RUE DES MARRONNIERS 69960 CORBAS,69960,847487.4292794624,6508928.148016395
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL  ROLLAND EMBALLAGES, 12 AVENUE DE MONTMARTIN 69960 CORBAS,69960,849605.4849551471,6509944.325379466
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,STAR PORTES, 18 RUE DE L'AGRICULTURE 69960 CORBAS,69960,848160.4951564086,6509627.833389428
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARTICOP, 19 AVENUE DE MONTMARTIN 69960 CORBAS,69960,849634.0629997514,6510520.104899893
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMSE, 2 AVENUE GABRIEL PERI 69960 CORBAS,69960,849775.5187804278,6511010.211733674
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION, 2 AVENUE DE L'INDUSTRIE 69960 CORBAS,69960,848792.3208840231,6511615.726380326
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,EQUERRE BUSINESS,PARC DU CHATEAU B03 8 IMPASSE DU 24 AOUT 1944 69960 CORBAS,69960,848075.1044741299,6511348.460967162
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CPI, 2 CLOS DE LA TOUR 69970 CHAPONNAY,69970,850407.7916877274,6505294.121568043
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,S.G.DIFFUSION, 3 ALLEE BARTHELEMY THIMONNIER 69970 CHAPONNAY,69970,850162.0652077678,6507693.437957084
47.52B,Commerce de detail de quincaillerie peintures et verres en grandes surfaces (400 m² et plus),FERRARI FORM EQUIPEMENT,PARC D AFFAIRES   RECAMIER 69970 CHAPONNAY,69970,0,0
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,[ND],[ND] [ND] [ND] [ND] [ND] SARCEY,[ND],[ND],[ND]
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,[ND],[ND] [ND] [ND] [ND] [ND] ANSE,[ND],[ND],[ND]
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,[ND],[ND] [ND] [ND] [ND] [ND] LUCENAY,[ND],[ND],[ND]
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,[ND],[ND] [ND] [ND] [ND] [ND] MESSIMY,[ND],[ND],[ND]
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,[ND],[ND] [ND] [ND] [ND] [ND] RILLIEUX-LA-PAPE,[ND],[ND],[ND]
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,[ND],[ND] [ND] [ND] [ND] [ND] LYON,[ND],[ND],[ND]
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,[ND],[ND] [ND] [ND] [ND] [ND] SOLAIZE,[ND],[ND],[ND]
47.52A,Commerce de detail de quincaillerie peintures et verres en petites surfaces (moins de 400 m²),[ND],[ND] [ND] [ND] [ND] [ND] LYON,[ND],[ND],[ND]
